Time(s),Voltage(V)
3.900000000000e-04,0.266145099208
3.900001000000e-04,0.266145153821
3.900003000000e-04,0.266145263046
3.900007000000e-04,0.266145481494
3.900010000000e-04,0.266145645330
3.900010800000e-04,0.266145689020
3.900012400000e-04,0.266145776400
3.900015600000e-04,0.266145951162
3.900022000000e-04,0.266146300696
3.900034800000e-04,0.266146999799
3.900060400000e-04,0.266148398146
3.900111600000e-04,0.266151195404
3.900214000000e-04,0.266156792175
3.900418800000e-04,0.266167994729
3.900828400000e-04,0.266190435849
3.901647600000e-04,0.266235461825
3.903286000000e-04,0.266326086219
3.906562800000e-04,0.266509605000
3.913116400000e-04,0.266885567960
3.926223600000e-04,0.267672012755
3.941680000000e-04,0.268655972322
3.941681000000e-04,0.268656037816
3.941683000000e-04,0.268656168992
3.941687000000e-04,0.268656431343
3.941690000000e-04,0.268656628104
3.941690800000e-04,0.268656680573
3.941692400000e-04,0.268656785512
3.941695600000e-04,0.268656995387
3.941702000000e-04,0.268657415131
3.941714800000e-04,0.268658254594
3.941740400000e-04,0.268659933418
3.941791600000e-04,0.268663290664
3.941894000000e-04,0.268670003541
3.942098800000e-04,0.268683422840
3.942508400000e-04,0.268710235612
3.943327600000e-04,0.268763757862
3.944966000000e-04,0.268870389199
3.948242800000e-04,0.269081999362
3.954796400000e-04,0.269498610801
3.967903600000e-04,0.270305408122
3.994118000001e-04,0.271813392357
4.000000000000e-04,0.272132422177
4.000001000000e-04,0.272132475814
4.000003000000e-04,0.272132583086
4.000007000000e-04,0.272132797628
4.000010000000e-04,0.272132958535
4.000010800000e-04,0.272133001444
4.000012400000e-04,0.272133087262
4.000015600000e-04,0.272133258900
4.000022000000e-04,0.272133602185
4.000034800000e-04,0.272134288791
4.000060400000e-04,0.272135662146
4.000111600000e-04,0.272138409423
4.000214000000e-04,0.272143906249
4.000418800000e-04,0.272154908989
4.000828400000e-04,0.272176950771
4.001647600000e-04,0.272221179233
4.003286000000e-04,0.272310213208
4.006562800000e-04,0.272490569302
4.013116399999e-04,0.272860277287
4.026223599999e-04,0.273634477493
4.041680000000e-04,0.274604418646
4.041681000000e-04,0.274604483241
4.041683000000e-04,0.274604612631
4.041687000000e-04,0.274604871411
4.041690000000e-04,0.274605065493
4.041690800000e-04,0.274605117248
4.041692400000e-04,0.274605220758
4.041695600000e-04,0.274605427776
4.041702000000e-04,0.274605841805
4.041714800000e-04,0.274606669838
4.041740400000e-04,0.274608325803
4.041791600000e-04,0.274611637327
4.041894000000e-04,0.274618258752
4.042098800000e-04,0.274631495108
4.042508400000e-04,0.274657941847
4.043327600000e-04,0.274710731437
4.044966000000e-04,0.274815895081
4.048242800000e-04,0.275024560374
4.054796400000e-04,0.275435244205
4.067903600000e-04,0.276230035385
4.094118000001e-04,0.277713408275
4.100000000000e-04,0.278026806574
4.100001000000e-04,0.278026859250
4.100003000000e-04,0.278026964600
4.100007000000e-04,0.278027175299
4.100010000000e-04,0.278027333324
4.100010800000e-04,0.278027375464
4.100012400000e-04,0.278027459745
4.100015600000e-04,0.278027628308
4.100022000000e-04,0.278027965445
4.100034800000e-04,0.278028639753
4.100060400000e-04,0.278029988514
4.100111600000e-04,0.278032686607
4.100214000000e-04,0.278038085085
4.100418800000e-04,0.278048891199
4.100828400000e-04,0.278070540022
4.101647600000e-04,0.278113983719
4.103286000000e-04,0.278201452748
4.106562800000e-04,0.278378696991
4.113116400000e-04,0.278742251229
4.126223600000e-04,0.279504407454
4.141680000000e-04,0.280460563472
4.141681000000e-04,0.280460627185
4.141683000000e-04,0.280460754819
4.141687000000e-04,0.280461010086
4.141690000000e-04,0.280461201535
4.141690800000e-04,0.280461252588
4.141692400000e-04,0.280461354693
4.141695600000e-04,0.280461558901
4.141702000000e-04,0.280461967312
4.141714800000e-04,0.280462784107
4.141740400000e-04,0.280464417595
4.141791600000e-04,0.280467684165
4.141894000000e-04,0.280474215670
4.142098800000e-04,0.280487272152
4.142508400000e-04,0.280513358997
4.143327600000e-04,0.280565428214
4.144966000000e-04,0.280669148777
4.148242800000e-04,0.280874918576
4.154796400000e-04,0.281279774156
4.167903600000e-04,0.282062760327
4.194118000001e-04,0.283521933806
4.200000000000e-04,0.283829794784
4.200001000000e-04,0.283829846515
4.200003000000e-04,0.283829949976
4.200007000000e-04,0.283830156897
4.200010000000e-04,0.283830312087
4.200010800000e-04,0.283830353471
4.200012400000e-04,0.283830436240
4.200015600000e-04,0.283830601781
4.200022000000e-04,0.283830932871
4.200034800000e-04,0.283831595088
4.200060400000e-04,0.283832919665
4.200111600000e-04,0.283835569398
4.200214000000e-04,0.283840871173
4.200418800000e-04,0.283851483952
4.200828400000e-04,0.283872746393
4.201647600000e-04,0.283915418474
4.203286000000e-04,0.284001348819
4.206562800000e-04,0.284175533604
4.213116400000e-04,0.284533038341
4.226223600000e-04,0.285283356844
4.241680000000e-04,0.286225967068
4.241681000000e-04,0.286226029912
4.241683000000e-04,0.286226155821
4.241687000000e-04,0.286226407638
4.241690000000e-04,0.286226596499
4.241690800000e-04,0.286226646862
4.241692400000e-04,0.286226747587
4.241695600000e-04,0.286226949035
4.241702000000e-04,0.286227351925
4.241714800000e-04,0.286228157679
4.241740400000e-04,0.286229769084
4.241791600000e-04,0.286232991484
4.241894000000e-04,0.286239434643
4.242098800000e-04,0.286252314395
4.242508400000e-04,0.286278047636
4.243327600000e-04,0.286329409071
4.244966000000e-04,0.286431711773
4.248242800000e-04,0.286634636665
4.254796400000e-04,0.287033765761
